1,Time,1,CORRECT,./correct-ext/Time-1/1636433466415.patch,N/A,"org.joda.time,Partial.java,214,11;org.joda.time.field,UnsupportedDurationField.java,224,9",Defects4J_2_0_0(Time-1)
2,Jsoup,49,CORRECT,./correct-ext/Jsoup-49/1636433466423.patch,N/A,"org.jsoup.nodes,Node.java,442,8",Defects4J_2_0_0(Jsoup-49)
3,Jsoup,48,CORRECT,./correct-ext/Jsoup-48/1636433466424.patch,N/A,"org.jsoup.helper,HttpConnection.java,770,8",Defects4J_2_0_0(Jsoup-48)
4,Time,3,CORRECT,./correct-ext/Time-3/1636433466426.patch,N/A,"org.joda.time,MutableDateTime.java,636,7;org.joda.time,MutableDateTime.java,657,7;org.joda.time,MutableDateTime.java,678,7;org.joda.time,MutableDateTime.java,699,7;org.joda.time,MutableDateTime.java,720,7;org.joda.time,MutableDateTime.java,761,7;org.joda.time,MutableDateTime.java,782,7;org.joda.time,MutableDateTime.java,813,7;org.joda.time,MutableDateTime.java,844,7;org.joda.time,MutableDateTime.java,877,7",Defects4J_2_0_0(Time-3)
5,Time,2,CORRECT,./correct-ext/Time-2/1636433466428.patch,N/A,"org.joda.time,Partial.java,215,7;org.joda.time,Partial.java,446,6;org.joda.time.field,UnsupportedDurationField.java,224,6",Defects4J_2_0_0(Time-2)
6,Time,5,CORRECT,./correct-ext/Time-5/1636433466431.patch,N/A,"org.joda.time,Period.java,1625,13",Defects4J_2_0_0(Time-5)
7,Time,6,CORRECT,./correct-ext/Time-6/1636433466432.patch,N/A,"org.joda.time.chrono,GJChronology.java,193,6;org.joda.time.chrono,GJChronology.java,976,6;org.joda.time.chrono,GJChronology.java,998,6",Defects4J_2_0_0(Time-6)
8,Time,8,CORRECT,./correct-ext/Time-8/1636433466434.patch,N/A,"org.joda.time,DateTimeZone.java,276,14",Defects4J_2_0_0(Time-8)
9,Closure,168,CORRECT,./correct-ext/Closure-168/1636433466438.patch,N/A,"com.google.javascript.jscomp,TypedScopeCreator.java,1993,7",Defects4J_2_0_0(Closure-168)
10,Closure,167,CORRECT,./correct-ext/Closure-167/1636433466440.patch,N/A,"com.google.javascript.jscomp.type,SemanticReverseAbstractInterpreter.java,298,8;com.google.javascript.jscomp.type,SemanticReverseAbstractInterpreter.java,345,8;com.google.javascript.jscomp.type,SemanticReverseAbstractInterpreter.java,391,7;com.google.javascript.jscomp.type,SemanticReverseAbstractInterpreter.java,404,12;com.google.javascript.jscomp.type,SemanticReverseAbstractInterpreter.java,427,11;com.google.javascript.rhino.jstype,JSType.java,880,6",Defects4J_2_0_0(Closure-167)
11,Closure,176,CORRECT,./correct-ext/Closure-176/1636433466442.patch,N/A,"com.google.javascript.jscomp,TypeInference.java,527,7;com.google.javascript.jscomp,TypeInference.java,545,8;com.google.javascript.jscomp,TypeInference.java,559,10",Defects4J_2_0_0(Closure-176)
12,Closure,175,CORRECT,./correct-ext/Closure-175/1636433466443.patch,N/A,"com.google.javascript.jscomp,FunctionInjector.java,43,6;com.google.javascript.jscomp,FunctionInjector.java,205,7;com.google.javascript.jscomp,FunctionInjector.java,687,12;com.google.javascript.jscomp,FunctionInjector.java,712,24",Defects4J_2_0_0(Closure-175)
13,Closure,174,CORRECT,./correct-ext/Closure-174/1636433466444.patch,N/A,"com.google.javascript.jscomp,JsAst.java,79,6;com.google.javascript.jscomp,JsAst.java,92,10;com.google.javascript.jscomp,NodeUtil.java,2364,8;com.google.javascript.jscomp,ScopedAliases.java,353,8;com.google.javascript.jscomp,ScopedAliases.java,362,8;com.google.javascript.jscomp,ScopedAliases.java,374,6;com.google.javascript.jscomp,ScopedAliases.java,383,6",Defects4J_2_0_0(Closure-174)
14,Closure,173,CORRECT,./correct-ext/Closure-173/1636433466445.patch,N/A,"com.google.javascript.jscomp,CodeGenerator.java,127,12;com.google.javascript.jscomp,PeepholeSubstituteAlternateSyntax.java,99,12",Defects4J_2_0_0(Closure-173)
15,Closure,172,CORRECT,./correct-ext/Closure-172/1636433466446.patch,N/A,"com.google.javascript.jscomp,TypedScopeCreator.java,1667,7",Defects4J_2_0_0(Closure-172)
16,Closure,171,CORRECT,./correct-ext/Closure-171/1636433466447.patch,N/A,"com.google.javascript.jscomp,TypeInference.java,728,12",Defects4J_2_0_0(Closure-171)
17,Closure,170,CORRECT,./correct-ext/Closure-170/1636433466455.patch,N/A,"com.google.javascript.jscomp,FlowSensitiveInlineVariables.java,479,19",Defects4J_2_0_0(Closure-170)
18,Jsoup,41,CORRECT,./correct-ext/Jsoup-41/1636433466456.patch,N/A,"org.jsoup.nodes,Element.java,1172,7",Defects4J_2_0_0(Jsoup-41)
19,Jsoup,40,CORRECT,./correct-ext/Jsoup-40/1636433466457.patch,N/A,"org.jsoup.nodes,DocumentType.java,19,7",Defects4J_2_0_0(Jsoup-40)
20,Time,10,CORRECT,./correct-ext/Time-10/1636433466458.patch,N/A,"org.joda.time.base,BaseSingleFieldPeriod.java,49,6;org.joda.time.base,BaseSingleFieldPeriod.java,101,7",Defects4J_2_0_0(Time-10)
21,Jsoup,43,CORRECT,./correct-ext/Jsoup-43/1636433466459.patch,N/A,"org.jsoup.nodes,Element.java,571,7",Defects4J_2_0_0(Jsoup-43)
22,Jsoup,42,CORRECT,./correct-ext/Jsoup-42/1636433466460.patch,N/A,"org.jsoup.nodes,FormElement.java,77,6;org.jsoup.nodes,FormElement.java,96,7",Defects4J_2_0_0(Jsoup-42)
23,Jsoup,45,CORRECT,./correct-ext/Jsoup-45/1636433466462.patch,N/A,"org.jsoup.parser,HtmlTreeBuilder.java,391,7",Defects4J_2_0_0(Jsoup-45)
24,Jsoup,44,CORRECT,./correct-ext/Jsoup-44/1636433466464.patch,N/A,"org.jsoup.parser,TreeBuilder.java,58,16",Defects4J_2_0_0(Jsoup-44)
25,Jsoup,47,CORRECT,./correct-ext/Jsoup-47/1636433466465.patch,N/A,"org.jsoup.nodes,Entities.java,119,7",Defects4J_2_0_0(Jsoup-47)
26,Jsoup,46,CORRECT,./correct-ext/Jsoup-46/1636433466467.patch,N/A,"org.jsoup.nodes,Entities.java,115,7",Defects4J_2_0_0(Jsoup-46)
27,Jsoup,59,CORRECT,./correct-ext/Jsoup-59/1636433466468.patch,N/A,"org.jsoup.parser,Token.java,104,6;org.jsoup.parser,Token.java,113,6",Defects4J_2_0_0(Jsoup-59)
28,Jsoup,50,CORRECT,./correct-ext/Jsoup-50/1636433466469.patch,N/A,"org.jsoup.helper,DataUtil.java,90,6;org.jsoup.helper,DataUtil.java,123,13",Defects4J_2_0_0(Jsoup-50)
29,Jsoup,52,CORRECT,./correct-ext/Jsoup-52/1636433466471.patch,N/A,"org.jsoup.helper,DataUtil.java,109,13;org.jsoup.nodes,XmlDeclaration.java,43,29",Defects4J_2_0_0(Jsoup-52)
30,Jsoup,51,CORRECT,./correct-ext/Jsoup-51/1636433466472.patch,N/A,"org.jsoup.parser,CharacterReader.java,297,7",Defects4J_2_0_0(Jsoup-51)
31,Jsoup,54,CORRECT,./correct-ext/Jsoup-54/1636433466474.patch,N/A,"org.jsoup.helper,W3CDom.java,123,6",Defects4J_2_0_0(Jsoup-54)
32,Jsoup,53,CORRECT,./correct-ext/Jsoup-53/1636433466476.patch,N/A,"org.jsoup.parser,TokenQueue.java,262,11",Defects4J_2_0_0(Jsoup-53)
33,Jsoup,56,CORRECT,./correct-ext/Jsoup-56/1636433466477.patch,N/A,"org.jsoup.nodes,DocumentType.java,12,6;org.jsoup.nodes,DocumentType.java,26,6;org.jsoup.nodes,DocumentType.java,36,7;org.jsoup.parser,HtmlTreeBuilderState.java,20,7;org.jsoup.parser,Token.java,32,6;org.jsoup.parser,Token.java,43,6;org.jsoup.parser,Token.java,53,6;org.jsoup.parser,TokeniserState.java,1192,8;org.jsoup.parser,XmlTreeBuilder.java,97,7",Defects4J_2_0_0(Jsoup-56)
34,Jsoup,55,CORRECT,./correct-ext/Jsoup-55/1636433466478.patch,N/A,"org.jsoup.parser,TokeniserState.java,880,6",Defects4J_2_0_0(Jsoup-55)
35,Jsoup,58,CORRECT,./correct-ext/Jsoup-58/1636433466478.patch,N/A,"org.jsoup,Jsoup.java,247,7;org.jsoup.parser,Parser.java,126,6;org.jsoup.safety,Cleaner.java,14,6;org.jsoup.safety,Cleaner.java,75,9",Defects4J_2_0_0(Jsoup-58)
36,Jsoup,57,CORRECT,./correct-ext/Jsoup-57/1636433466479.patch,N/A,"org.jsoup.nodes,Attributes.java,122,7",Defects4J_2_0_0(Jsoup-57)
37,Compress,33,CORRECT,./correct-ext/Compress-33/1636433466481.patch,N/A,"org.apache.commons.compress.compressors,CompressorStreamFactory.java,237,6;org.apache.commons.compress.compressors.deflate,DeflateCompressorInputStream.java,30,6;org.apache.commons.compress.compressors.deflate,DeflateCompressorInputStream.java,103,4",Defects4J_2_0_0(Compress-33)
38,Closure,91,CORRECT,./correct-ext/Closure-91/1636433466484.patch,N/A,"com.google.javascript.jscomp,CheckGlobalThis.java,112,6",Defects4J_2_0_0(Closure-91)
39,Compress,32,CORRECT,./correct-ext/Compress-32/1636433466486.patch,N/A,"org.apache.commons.compress.archivers.tar,TarArchiveInputStream.java,498,11",Defects4J_2_0_0(Compress-32)
40,Compress,31,CORRECT,./correct-ext/Compress-31/1636433466487.patch,N/A,"org.apache.commons.compress.archivers.tar,TarUtils.java,132,9",Defects4J_2_0_0(Compress-31)
41,Compress,30,CORRECT,./correct-ext/Compress-30/1636433466488.patch,N/A,"org.apache.commons.compress.compressors.bzip2,BZip2CompressorInputStream.java,165,6",Defects4J_2_0_0(Compress-30)
42,Compress,37,CORRECT,./correct-ext/Compress-37/1636433466489.patch,N/A,"org.apache.commons.compress.archivers.tar,TarArchiveInputStream.java,459,7",Defects4J_2_0_0(Compress-37)
43,Closure,95,CORRECT,./correct-ext/Closure-95/1636433466490.patch,N/A,"com.google.javascript.jscomp,TypedScopeCreator.java,896,9",Defects4J_2_0_0(Closure-95)
44,Compress,36,CORRECT,./correct-ext/Compress-36/1636433466491.patch,N/A,"org.apache.commons.compress.archivers.sevenz,SevenZFile.java,899,6",Defects4J_2_0_0(Compress-36)
45,Closure,96,CORRECT,./correct-ext/Closure-96/1636433466492.patch,N/A,"com.google.javascript.jscomp,TypeCheck.java,1406,10",Defects4J_2_0_0(Closure-96)
46,Compress,35,CORRECT,./correct-ext/Compress-35/1636433466495.patch,N/A,"org.apache.commons.compress.archivers.tar,TarUtils.java,591,7;org.apache.commons.compress.archivers.tar,TarUtils.java,599,11",Defects4J_2_0_0(Compress-35)
47,Compress,34,CORRECT,./correct-ext/Compress-34/1636433466496.patch,N/A,"org.apache.commons.compress.archivers.zip,X7875_NewUnix.java,55,6;org.apache.commons.compress.archivers.zip,X7875_NewUnix.java,143,7",Defects4J_2_0_0(Compress-34)
48,Closure,94,CORRECT,./correct-ext/Closure-94/1636433466497.patch,N/A,"com.google.javascript.jscomp,NodeUtil.java,326,14",Defects4J_2_0_0(Closure-94)
49,Closure,99,CORRECT,./correct-ext/Closure-99/1636433466498.patch,N/A,"com.google.javascript.jscomp,CheckGlobalThis.java,89,6;com.google.javascript.jscomp,CheckGlobalThis.java,122,13",Defects4J_2_0_0(Closure-99)
50,Compress,39,CORRECT,./correct-ext/Compress-39/1636433466499.patch,N/A,"org.apache.commons.compress.utils,ArchiveUtils.java,28,6;org.apache.commons.compress.utils,ArchiveUtils.java,270,7",Defects4J_2_0_0(Compress-39)
51,Closure,97,CORRECT,./correct-ext/Closure-97/1636433466500.patch,N/A,"com.google.javascript.jscomp,PeepholeFoldConstants.java,695,7",Defects4J_2_0_0(Closure-97)
52,Closure,98,CORRECT,./correct-ext/Closure-98/1636433466500.patch,N/A,"com.google.javascript.jscomp,ReferenceCollectingCallback.java,358,6;com.google.javascript.jscomp,ReferenceCollectingCallback.java,542,10;com.google.javascript.jscomp,ReferenceCollectingCallback.java,558,7",Defects4J_2_0_0(Closure-98)
53,Compress,38,CORRECT,./correct-ext/Compress-38/1636433466502.patch,N/A,"org.apache.commons.compress.archivers.tar,TarArchiveEntry.java,856,7",Defects4J_2_0_0(Compress-38)
54,Jsoup,61,CORRECT,./correct-ext/Jsoup-61/1636433466503.patch,N/A,"org.jsoup.nodes,Element.java,1089,7",Defects4J_2_0_0(Jsoup-61)
55,Jsoup,60,CORRECT,./correct-ext/Jsoup-60/1636433466505.patch,N/A,"org.jsoup.parser,TokenQueue.java,286,6",Defects4J_2_0_0(Jsoup-60)
56,Jsoup,63,CORRECT,./correct-ext/Jsoup-63/1636433466508.patch,N/A,"org.jsoup.parser,HtmlTreeBuilder.java,224,12;org.jsoup.parser,Tokeniser.java,33,7;org.jsoup.parser,Tokeniser.java,41,10;org.jsoup.parser,Tokeniser.java,73,8;org.jsoup.parser,Tokeniser.java,121,9",Defects4J_2_0_0(Jsoup-63)
57,Jsoup,62,CORRECT,./correct-ext/Jsoup-62/1636433466509.patch,N/A,"org.jsoup.parser,HtmlTreeBuilderState.java,761,7",Defects4J_2_0_0(Jsoup-62)
58,Jsoup,65,CORRECT,./correct-ext/Jsoup-65/1636433466510.patch,N/A,"org.jsoup.parser,HtmlTreeBuilder.java,357,11;org.jsoup.parser,HtmlTreeBuilderState.java,1033,7;org.jsoup.parser,HtmlTreeBuilderState.java,1093,7",Defects4J_2_0_0(Jsoup-65)
59,Jsoup,64,CORRECT,./correct-ext/Jsoup-64/1636433466511.patch,N/A,"org.jsoup.parser,HtmlTreeBuilderState.java,1486,10",Defects4J_2_0_0(Jsoup-64)
60,Jsoup,67,CORRECT,./correct-ext/Jsoup-67/1636433466514.patch,N/A,"org.jsoup.parser,HtmlTreeBuilder.java,39,6;org.jsoup.parser,HtmlTreeBuilder.java,465,6",Defects4J_2_0_0(Jsoup-67)
61,Jsoup,66,CORRECT,./correct-ext/Jsoup-66/1636433466517.patch,N/A,"org.jsoup.nodes,Element.java,86,7;org.jsoup.nodes,Element.java,1399,19",Defects4J_2_0_0(Jsoup-66)
62,Jsoup,69,CORRECT,./correct-ext/Jsoup-69/1636433466518.patch,N/A,"org.jsoup.nodes,FormElement.java,46,6",Defects4J_2_0_0(Jsoup-69)
63,Jsoup,68,CORRECT,./correct-ext/Jsoup-68/1636433466519.patch,N/A,"org.jsoup.parser,HtmlTreeBuilder.java,465,10",Defects4J_2_0_0(Jsoup-68)
64,Compress,7,CORRECT,./correct-ext/Compress-7/1636433466520.patch,N/A,"org.apache.commons.compress.archivers.tar,TarUtils.java,95,10",Defects4J_2_0_0(Compress-7)
65,Compress,8,CORRECT,./correct-ext/Compress-8/1636433466521.patch,N/A,"org.apache.commons.compress.archivers.tar,TarUtils.java,50,30",Defects4J_2_0_0(Compress-8)
66,Compress,9,CORRECT,./correct-ext/Compress-9/1636433466522.patch,N/A,"org.apache.commons.compress.archivers.tar,TarArchiveOutputStream.java,105,7;org.apache.commons.compress.archivers.tar,TarArchiveOutputStream.java,327,7",Defects4J_2_0_0(Compress-9)
67,Compress,3,CORRECT,./correct-ext/Compress-3/1636433466523.patch,N/A,"org.apache.commons.compress.archivers.tar,TarArchiveOutputStream.java,52,6;org.apache.commons.compress.archivers.tar,TarArchiveOutputStream.java,109,6;org.apache.commons.compress.archivers.tar,TarArchiveOutputStream.java,184,6;org.apache.commons.compress.archivers.tar,TarArchiveOutputStream.java,214,6",Defects4J_2_0_0(Compress-3)
68,Compress,40,CORRECT,./correct-ext/Compress-40/1636433466524.patch,N/A,"org.apache.commons.compress.utils,BitInputStream.java,82,7;org.apache.commons.compress.utils,BitInputStream.java,95,9;org.apache.commons.compress.utils,BitInputStream.java,105,6",Defects4J_2_0_0(Compress-40)
69,Math,106,CORRECT,./correct-ext/Math-106/1636433466525.patch,N/A,"org.apache.commons.math.fraction,ProperFractionFormat.java,162,7;org.apache.commons.math.fraction,ProperFractionFormat.java,197,7",Defects4J_2_0_0(Math-106)
70,Compress,4,CORRECT,./correct-ext/Compress-4/1636433466526.patch,N/A,"org.apache.commons.compress.archivers.cpio,CpioArchiveOutputStream.java,333,7;org.apache.commons.compress.archivers.tar,TarArchiveOutputStream.java,123,7;org.apache.commons.compress.archivers.zip,ZipArchiveOutputStream.java,527,7;org.apache.commons.compress.changes,ChangeSetPerformer.java,125,6",Defects4J_2_0_0(Compress-4)
71,Compress,5,CORRECT,./correct-ext/Compress-5/1636433466527.patch,N/A,"org.apache.commons.compress.archivers.zip,ZipArchiveInputStream.java,236,8",Defects4J_2_0_0(Compress-5)
72,Compress,6,CORRECT,./correct-ext/Compress-6/1636433466527.patch,N/A,"org.apache.commons.compress.archivers.zip,ZipArchiveEntry.java,61,6;org.apache.commons.compress.archivers.zip,ZipArchiveEntry.java,459,11",Defects4J_2_0_0(Compress-6)
73,Compress,44,CORRECT,./correct-ext/Compress-44/1636433466528.patch,N/A,"org.apache.commons.compress.utils,ChecksumCalculatingInputStream.java,32,7",Defects4J_2_0_0(Compress-44)
74,Compress,43,CORRECT,./correct-ext/Compress-43/1636433466529.patch,N/A,"org.apache.commons.compress.archivers.zip,ZipArchiveOutputStream.java,1031,7;org.apache.commons.compress.archivers.zip,ZipArchiveOutputStream.java,1072,7;org.apache.commons.compress.archivers.zip,ZipArchiveOutputStream.java,1168,7;org.apache.commons.compress.archivers.zip,ZipArchiveOutputStream.java,1489,8",Defects4J_2_0_0(Compress-43)
75,Compress,1,CORRECT,./correct-ext/Compress-1/1636433466547.patch,N/A,"org.apache.commons.compress.archivers.cpio,CpioArchiveOutputStream.java,343,6",Defects4J_2_0_0(Compress-1)
76,Compress,42,CORRECT,./correct-ext/Compress-42/1636433466567.patch,N/A,"org.apache.commons.compress.archivers.zip,UnixStat.java,32,6;org.apache.commons.compress.archivers.zip,ZipArchiveEntry.java,294,7",Defects4J_2_0_0(Compress-42)
77,Compress,41,CORRECT,./correct-ext/Compress-41/1636433466568.patch,N/A,"org.apache.commons.compress.archivers.zip,ZipArchiveInputStream.java,244,9",Defects4J_2_0_0(Compress-41)
78,Compress,2,CORRECT,./correct-ext/Compress-2/1636433466569.patch,N/A,"org.apache.commons.compress.archivers.ar,ArArchiveInputStream.java,39,10;org.apache.commons.compress.archivers.ar,ArArchiveInputStream.java,57,8;org.apache.commons.compress.archivers.ar,ArArchiveInputStream.java,74,15;org.apache.commons.compress.archivers.ar,ArArchiveInputStream.java,111,9;org.apache.commons.compress.archivers.ar,ArArchiveInputStream.java,126,12;org.apache.commons.compress.archivers.ar,ArArchiveInputStream.java,140,6",Defects4J_2_0_0(Compress-2)
79,Compress,47,CORRECT,./correct-ext/Compress-47/1636433466569.patch,N/A,"org.apache.commons.compress.archivers.zip,ZipArchiveInputStream.java,412,7;org.apache.commons.compress.archivers.zip,ZipArchiveInputStream.java,437,6;org.apache.commons.compress.archivers.zip,ZipArchiveInputStream.java,806,6",Defects4J_2_0_0(Compress-47)
80,Compress,46,CORRECT,./correct-ext/Compress-46/1636433466571.patch,N/A,"org.apache.commons.compress.archivers.zip,X5455_ExtendedTimestamp.java,526,8",Defects4J_2_0_0(Compress-46)
81,Compress,45,CORRECT,./correct-ext/Compress-45/1636433466572.patch,N/A,"org.apache.commons.compress.archivers.tar,TarUtils.java,484,8",Defects4J_2_0_0(Compress-45)
82,Jsoup,70,CORRECT,./correct-ext/Jsoup-70/1636433466573.patch,N/A,"org.jsoup.nodes,Element.java,1088,10",Defects4J_2_0_0(Jsoup-70)
83,Jsoup,72,CORRECT,./correct-ext/Jsoup-72/1636433466573.patch,N/A,"org.jsoup.parser,CharacterReader.java,424,6",Defects4J_2_0_0(Jsoup-72)
84,Jsoup,74,CORRECT,./correct-ext/Jsoup-74/1636433466574.patch,N/A,"org.jsoup.helper,StringUtil.java,128,7;org.jsoup.helper,StringUtil.java,162,7",Defects4J_2_0_0(Jsoup-74)
85,Math,102,CORRECT,./correct-ext/Math-102/1636433466575.patch,N/A,"org.apache.commons.math.stat.inference,ChiSquareTestImpl.java,71,11",Defects4J_2_0_0(Math-102)
86,Jsoup,73,CORRECT,./correct-ext/Jsoup-73/1636433466576.patch,N/A,"org.jsoup.helper,W3CDom.java,19,6;org.jsoup.helper,W3CDom.java,70,19;org.jsoup.helper,W3CDom.java,113,6;org.jsoup.helper,W3CDom.java,141,7",Defects4J_2_0_0(Jsoup-73)
87,Jsoup,76,CORRECT,./correct-ext/Jsoup-76/1636433466577.patch,N/A,"org.jsoup.parser,HtmlTreeBuilderState.java,379,6",Defects4J_2_0_0(Jsoup-76)
88,Math,100,CORRECT,./correct-ext/Math-100/1636433466579.patch,N/A,"org.apache.commons.math.estimation,AbstractEstimator.java,163,7;org.apache.commons.math.estimation,AbstractEstimator.java,199,12",Defects4J_2_0_0(Math-100)
89,Jsoup,75,CORRECT,./correct-ext/Jsoup-75/1636433466580.patch,N/A,"org.jsoup.nodes,Attributes.java,316,8",Defects4J_2_0_0(Jsoup-75)
90,Jsoup,78,CORRECT,./correct-ext/Jsoup-78/1636433466581.patch,N/A,"org.jsoup.helper,DataUtil.java,1,5;org.jsoup.helper,DataUtil.java,148,8",Defects4J_2_0_0(Jsoup-78)
91,Jsoup,77,CORRECT,./correct-ext/Jsoup-77/1636433466582.patch,N/A,"org.jsoup.parser,XmlTreeBuilder.java,114,7",Defects4J_2_0_0(Jsoup-77)
92,Jsoup,79,CORRECT,./correct-ext/Jsoup-79/1636433466583.patch,N/A,"org.jsoup.nodes,LeafNode.java,2,9;org.jsoup.nodes,LeafNode.java,91,6",Defects4J_2_0_0(Jsoup-79)
93,Compress,11,CORRECT,./correct-ext/Compress-11/1636433466584.patch,N/A,"org.apache.commons.compress.archivers,ArchiveStreamFactory.java,237,6;org.apache.commons.compress.archivers,ArchiveStreamFactory.java,246,6",Defects4J_2_0_0(Compress-11)
94,Compress,10,CORRECT,./correct-ext/Compress-10/1636433466587.patch,N/A,"org.apache.commons.compress.archivers.zip,ZipFile.java,805,8;org.apache.commons.compress.archivers.zip,ZipFile.java,839,6",Defects4J_2_0_0(Compress-10)
95,Compress,15,CORRECT,./correct-ext/Compress-15/1636433466588.patch,N/A,"org.apache.commons.compress.archivers.zip,ZipArchiveEntry.java,666,13",Defects4J_2_0_0(Compress-15)
96,Compress,14,CORRECT,./correct-ext/Compress-14/1636433466589.patch,N/A,"org.apache.commons.compress.archivers.tar,TarUtils.java,62,14",Defects4J_2_0_0(Compress-14)
